student_id;weekly_self_study_hours;attendance_percentage;class_participation;total_score;grade
284942;11.8;85.3;5.2;74.2;B
284943;20.4;81.9;9.2;95.1;A
284944;14.8;86.5;8.1;100.0;A
284945;17.0;87.3;9.1;89.0;A
284946;1.5;53.5;1.5;36.7;E
284947;29.9;92.6;9.4;100.0;A
284948;26.3;88.7;8.1;91.3;A
284949;4.6;45.7;1.1;44.1;D
284950;11.8;79.0;5.0;78.4;B
284951;14.5;71.4;6.8;73.5;B
284952;21.6;86.6;9.8;93.7;A
284953;13.0;70.5;6.3;76.0;B
284954;21.0;82.8;7.3;86.9;A
284955;14.2;83.9;9.9;100.0;A
284956;19.1;96.4;7.0;100.0;A
284957;11.3;73.6;3.6;60.5;C
284958;27.6;96.2;9.6;93.1;A
284959;21.9;86.7;8.0;88.3;A
284960;26.1;92.6;9.9;98.3;A
284961;16.0;73.6;4.8;78.4;B
284962;28.8;91.7;7.5;100.0;A
284963;13.6;81.3;4.8;74.1;B
284964;14.9;72.3;6.2;74.2;B
284965;29.7;89.4;7.8;100.0;A
284966;14.8;91.9;6.5;100.0;A
284967;27.5;81.6;9.6;95.5;A
284968;11.9;75.8;6.7;76.5;B
284969;8.2;64.9;3.5;59.3;C
284970;16.8;93.5;6.6;96.8;A
284971;28.4;84.7;7.2;100.0;A
284972;29.1;82.6;8.6;100.0;A
284973;22.0;90.7;7.1;100.0;A
284974;27.0;88.0;7.7;100.0;A
284975;21.4;99.7;6.8;100.0;A
284976;21.4;97.2;8.1;91.7;A
284977;26.3;94.1;7.3;100.0;A
284978;26.4;86.7;8.2;97.7;A
284979;15.2;89.2;6.6;100.0;A
284980;8.3;54.0;2.8;64.4;C
284981;7.7;62.5;2.9;67.0;C
284982;17.9;91.7;8.5;96.6;A
284983;16.9;86.8;4.7;81.4;B
284984;18.7;89.4;8.1;94.0;A
284985;28.9;89.4;7.2;89.2;A
284986;27.1;83.2;6.5;100.0;A
284987;27.9;86.7;6.6;100.0;A
284988;29.7;94.5;8.9;88.4;A
284989;12.3;82.3;5.3;75.6;B
284990;9.7;53.6;3.1;66.1;C
284991;24.0;99.2;6.6;90.6;A
284992;18.0;97.3;7.9;95.5;A
284993;21.3;82.0;8.0;100.0;A
284994;1.7;42.1;1.2;48.6;D
284995;29.8;93.6;9.2;100.0;A
284996;26.5;96.3;9.6;86.9;A
284997;6.1;72.7;5.1;61.0;C
284998;19.4;84.6;9.4;91.5;A
284999;20.7;81.0;7.4;100.0;A
285000;29.6;97.8;7.7;100.0;A
285001;12.4;64.1;3.1;68.3;C
285002;27.7;80.1;8.5;100.0;A
285003;5.8;68.5;4.9;59.6;C
285004;16.6;96.1;9.7;89.6;A
285005;21.5;83.8;9.3;99.3;A
285006;17.8;93.1;7.6;100.0;A
285007;25.4;97.8;9.1;97.8;A
285008;29.7;97.9;9.7;90.9;A
285009;17.8;77.4;4.6;74.9;B
285010;23.1;84.3;9.5;100.0;A
285011;20.2;80.8;9.8;95.1;A
285012;7.2;59.5;2.5;50.8;D
285013;12.1;63.2;4.2;61.0;C
285014;13.1;80.3;7.2;73.5;B
285015;27.1;84.5;8.4;100.0;A
285016;6.1;71.4;3.5;62.9;C
285017;25.1;80.6;9.8;100.0;A
285018;14.6;69.6;6.1;82.7;B
285019;26.8;89.5;9.8;100.0;A
285020;7.0;58.4;4.4;60.2;C
285021;25.1;83.5;8.4;92.0;A
285022;24.5;86.4;7.3;88.5;A
285023;10.2;78.5;4.7;77.2;B
285024;16.5;97.5;9.1;100.0;A
285025;10.4;85.3;6.9;78.4;B
285026;12.4;68.0;4.6;83.3;B
285027;12.2;82.0;5.5;72.5;B
285028;13.7;72.6;6.1;82.6;B
285029;17.8;94.7;6.5;100.0;A
285030;13.2;82.3;4.6;70.1;B
285031;9.0;66.7;3.6;64.2;C
285032;17.4;91.2;7.8;100.0;A
285033;14.2;94.4;9.0;99.7;A
285034;8.1;66.6;3.8;59.4;C
285035;21.5;82.5;7.3;100.0;A
285036;20.2;96.1;7.5;97.4;A
285037;12.7;70.9;3.7;66.1;C
285038;18.9;83.8;7.1;87.1;A
285039;10.4;71.1;5.7;73.7;B
285040;10.4;64.9;2.8;67.2;C
285041;15.8;98.0;7.2;92.1;A
285042;20.0;92.9;7.8;85.7;A
285043;7.1;59.5;2.2;45.9;D
285044;28.5;88.4;9.0;88.5;A
285045;6.1;66.6;3.1;61.9;C
285046;15.9;77.2;7.3;83.0;B
285047;23.7;85.3;7.6;99.5;A
285048;25.9;96.2;7.3;93.4;A
285049;20.1;82.9;7.6;100.0;A
285050;27.9;87.7;6.7;89.2;A
285051;14.7;87.6;4.9;83.8;B
285052;23.4;84.7;6.5;98.8;A
285053;6.6;67.2;4.2;63.4;C
285054;25.8;88.4;6.6;90.4;A
285055;5.7;61.7;4.5;64.3;C
285056;20.9;81.2;7.1;100.0;A
285057;12.3;53.3;4.8;55.9;C
285058;9.2;62.3;4.2;69.5;C
285059;12.6;73.7;5.3;64.6;C
285060;12.2;81.7;7.3;80.2;B
285061;21.6;81.5;9.5;100.0;A
285062;11.7;71.0;5.2;66.5;C
285063;28.0;93.3;6.9;100.0;A
285064;28.7;99.9;7.2;94.1;A
285065;21.8;95.8;7.0;100.0;A
285066;11.4;68.0;7.1;74.6;B
285067;7.4;49.3;1.6;52.2;D
285068;13.3;83.4;6.3;74.7;B
285069;24.2;81.7;8.6;97.9;A
285070;8.1;63.9;4.8;63.2;C
285071;16.7;87.2;6.3;75.3;B
285072;7.7;65.3;3.8;66.6;C
285073;12.8;57.0;4.4;69.2;C
285074;17.3;78.5;7.3;81.8;B
285075;28.3;86.7;7.5;94.0;A
285076;26.8;98.4;6.6;94.4;A
285077;7.0;61.8;5.2;68.4;C
285078;16.5;77.9;6.9;80.1;B
285079;10.6;84.6;6.0;82.7;B
285080;12.2;61.5;3.2;64.0;C
285081;29.7;80.5;7.6;89.3;A
285082;29.4;99.1;6.6;96.3;A
285083;15.6;82.6;7.6;90.1;A
285084;6.2;41.1;2.1;37.4;E
285085;16.1;68.4;6.5;77.7;B
285086;17.8;72.3;7.2;73.8;B
285087;7.0;63.3;4.4;60.6;C
285088;21.0;86.1;8.6;100.0;A
285089;14.9;87.1;6.9;82.9;B
285090;13.5;87.2;6.6;70.3;B
285091;12.0;72.7;4.6;56.0;C
285092;28.9;84.7;9.1;100.0;A
285093;24.7;96.3;7.9;100.0;A
285094;15.7;89.7;9.0;100.0;A
285095;16.1;93.4;7.4;97.5;A
285096;18.1;80.8;7.3;100.0;A
285097;20.6;94.1;8.7;100.0;A
285098;3.8;30.9;2.5;53.6;D
285099;10.7;69.0;5.8;81.2;B
285100;15.4;82.2;7.3;84.7;B
285101;7.9;74.4;4.4;69.6;C
285102;2.6;60.0;1.2;53.5;D
285103;28.9;83.7;8.0;100.0;A
285104;15.0;96.9;8.7;100.0;A
285105;21.6;89.6;6.9;91.6;A
285106;12.5;69.2;4.9;57.8;C
285107;14.3;84.1;8.9;97.0;A
285108;28.8;97.6;7.6;100.0;A
285109;11.7;85.3;4.7;80.4;B
285110;29.6;96.9;6.8;91.8;A
285111;26.4;84.9;7.6;100.0;A
285112;14.8;99.7;8.2;99.7;A
285113;26.1;94.5;8.1;90.1;A
285114;12.4;74.2;4.6;78.6;B
285115;12.9;71.7;2.6;69.3;C
285116;11.7;64.1;5.3;63.0;C
285117;24.5;92.7;8.8;94.0;A
285118;16.5;94.1;8.7;100.0;A
285119;18.5;91.1;8.6;100.0;A
285120;16.4;80.0;8.4;100.0;A
285121;28.2;93.0;8.1;96.5;A
285122;29.8;81.5;8.2;100.0;A
285123;23.6;95.6;6.5;100.0;A
285124;8.8;68.0;4.7;66.0;C
285125;20.5;90.9;7.1;100.0;A
285126;16.4;77.7;5.8;74.8;B
285127;19.7;84.4;9.0;85.1;A
285128;28.0;90.7;9.0;100.0;A
285129;17.0;71.0;6.3;83.1;B
285130;19.6;84.4;8.2;100.0;A
285131;26.1;84.9;8.9;100.0;A
285132;25.8;80.1;6.6;100.0;A
285133;17.7;93.1;9.9;88.9;A
285134;10.2;59.1;2.6;68.6;C
285135;20.6;95.5;9.8;100.0;A
285136;22.5;88.8;7.6;99.7;A
285137;5.9;73.4;4.5;64.6;C
285138;10.2;75.2;5.2;82.1;B
285139;24.8;83.1;6.6;100.0;A
285140;2.8;37.3;2.0;52.3;D
285141;25.6;93.0;8.0;100.0;A
285142;16.3;98.3;9.2;87.3;A
285143;25.6;96.0;9.7;100.0;A
285144;9.9;71.4;4.0;58.6;C
285145;15.1;70.7;5.8;79.3;B
285146;17.3;93.5;9.2;100.0;A
285147;12.3;70.6;7.0;82.2;B
285148;26.7;84.8;8.0;86.9;A
285149;26.2;99.4;9.1;94.9;A
285150;2.4;33.5;2.8;53.3;D
285151;21.5;88.3;7.0;93.8;A
285152;11.7;83.3;6.5;80.6;B
285153;29.0;95.0;9.7;100.0;A
285154;15.3;91.5;9.2;91.2;A
285155;11.8;80.9;5.8;79.6;B
285156;16.5;83.4;7.6;100.0;A
285157;25.9;83.2;9.2;100.0;A
285158;1.9;57.3;2.5;46.3;D
285159;10.5;61.3;4.5;64.2;C
285160;11.2;69.7;7.0;72.7;B
285161;21.7;95.6;7.2;97.3;A
285162;12.3;52.9;2.5;65.2;C
285163;26.7;98.6;7.6;100.0;A
285164;9.2;60.4;3.7;69.3;C
285165;24.6;81.1;8.4;100.0;A
285166;21.6;87.3;6.5;100.0;A
285167;11.5;84.8;4.9;78.8;B
285168;5.9;61.8;4.9;65.9;C
285169;29.8;95.6;9.5;100.0;A
285170;24.6;82.9;8.9;98.8;A
285171;10.8;72.7;6.3;80.4;B
285172;22.4;83.1;8.0;89.8;A
285173;24.0;89.0;9.1;96.4;A
285174;11.4;80.5;4.7;73.9;B
285175;12.3;64.5;5.0;60.0;C
285176;2.5;43.7;1.6;44.8;D
285177;29.3;82.9;8.2;92.1;A
285178;28.6;91.7;8.0;85.6;A
285179;11.3;79.7;4.9;78.4;B
285180;14.0;85.6;7.4;95.6;A
285181;16.6;83.4;5.4;72.2;B
285182;17.2;91.1;9.3;100.0;A
285183;20.0;94.1;7.7;92.1;A
285184;16.6;86.2;5.2;71.7;B
285185;27.6;88.8;9.9;100.0;A
285186;17.3;70.2;5.5;77.9;B
285187;14.4;82.6;8.7;100.0;A
285188;1.7;38.5;1.5;44.7;D
285189;11.2;57.1;4.4;58.9;C
285190;13.6;73.3;7.4;74.9;B
285191;9.7;56.9;5.3;63.2;C
285192;12.8;66.3;4.0;61.0;C
285193;5.3;67.4;4.0;63.5;C
285194;17.1;90.8;9.0;100.0;A
285195;29.0;80.9;7.3;100.0;A
285196;14.0;83.7;9.4;85.4;A
285197;15.7;92.2;8.8;92.2;A
285198;14.4;93.1;7.1;88.3;A
285199;27.6;90.4;7.0;100.0;A
285200;10.9;74.1;4.4;66.8;C
285201;25.3;92.3;7.1;88.2;A
285202;28.5;94.2;9.6;100.0;A
285203;25.1;91.9;7.2;100.0;A
285204;24.3;84.4;6.7;86.0;A
285205;24.9;96.4;8.4;89.3;A
285206;25.6;88.8;8.0;88.1;A
285207;28.8;96.9;8.7;100.0;A
285208;19.7;87.1;8.0;90.9;A
285209;16.2;68.3;4.9;82.5;B
285210;17.7;95.9;9.5;99.0;A
285211;13.6;74.1;5.8;84.9;B
285212;17.5;91.0;6.7;100.0;A
285213;22.3;80.3;6.5;90.6;A
285214;29.4;95.4;8.4;100.0;A
285215;13.2;76.3;5.4;81.9;B
285216;19.2;85.2;9.5;85.0;A
285217;16.3;84.3;9.6;94.4;A
285218;16.6;96.3;7.7;100.0;A
285219;27.9;98.7;9.2;100.0;A
285220;18.1;86.4;8.5;100.0;A
285221;27.8;80.1;8.1;100.0;A
285222;17.5;93.5;8.0;93.6;A
285223;5.2;49.7;3.3;37.7;E
285224;8.0;37.6;1.7;51.3;D
285225;27.8;90.6;9.8;100.0;A
285226;12.0;87.2;4.8;76.6;B
285227;6.3;71.6;4.4;65.8;C
285228;22.9;83.5;6.8;100.0;A
285229;23.0;82.7;8.2;100.0;A
285230;8.9;57.6;3.4;63.5;C
285231;23.1;82.4;7.6;86.7;A
285232;22.5;95.0;9.2;100.0;A
285233;26.0;99.2;6.8;97.0;A
285234;29.4;80.2;9.4;88.3;A
285235;24.1;95.5;7.6;100.0;A
285236;12.4;63.5;4.3;59.7;C
285237;1.1;49.2;3.5;55.0;D
285238;17.3;99.3;9.4;100.0;A
285239;22.7;82.7;8.7;100.0;A
285240;28.8;87.7;9.4;86.0;A
285241;10.2;86.1;5.6;84.1;B
285242;12.9;80.7;6.9;73.7;B
285243;18.4;98.8;8.9;91.8;A
285244;9.7;63.0;5.1;66.0;C
285245;24.4;92.9;8.6;100.0;A
285246;17.8;85.5;8.6;100.0;A
285247;18.7;89.7;9.4;100.0;A
285248;14.7;84.5;7.3;96.5;A
285249;8.8;66.3;2.6;63.0;C
285250;16.4;72.0;6.8;84.5;B
285251;29.3;83.5;9.0;100.0;A
285252;2.6;32.4;3.3;45.9;D
285253;17.4;84.2;8.1;93.6;A
285254;20.7;82.4;9.8;100.0;A
285255;17.1;82.4;8.4;100.0;A
285256;12.4;73.5;3.7;58.8;C
285257;7.5;58.0;3.4;58.8;C
285258;28.1;98.2;9.3;86.9;A
285259;19.2;90.5;7.8;100.0;A
285260;16.9;85.2;8.6;100.0;A
285261;23.8;96.4;8.4;100.0;A
285262;15.5;71.6;6.0;74.3;B
285263;13.3;77.1;7.1;75.4;B
285264;12.6;68.5;4.9;76.9;B
285265;16.0;92.6;6.5;96.8;A
285266;11.2;87.1;7.3;83.9;B
285267;14.3;76.4;5.5;81.4;B
285268;15.3;68.5;5.9;78.9;B
285269;17.2;87.0;8.4;93.1;A
285270;11.5;81.4;4.7;72.3;B
285271;12.5;76.8;6.3;79.2;B
285272;6.5;68.7;4.7;63.7;C
285273;17.2;76.4;5.4;76.7;B
285274;29.9;99.7;9.0;100.0;A
285275;23.1;98.3;7.4;85.3;A
285276;21.1;82.2;7.1;100.0;A
285277;10.4;76.2;5.4;82.5;B
285278;7.7;57.4;5.5;65.2;C
285279;17.0;79.9;7.1;81.2;B
285280;17.7;75.0;4.7;80.9;B
285281;9.1;55.4;5.1;57.2;C
285282;9.8;67.1;2.7;64.3;C
285283;17.3;95.8;8.5;86.8;A
285284;14.3;75.4;7.3;83.3;B
285285;11.3;75.4;6.8;81.7;B
285286;10.0;59.9;2.8;58.5;C
285287;11.3;81.2;6.6;84.8;B
285288;12.3;76.6;5.9;83.4;B
285289;28.4;91.0;6.9;100.0;A
285290;22.0;87.4;8.4;99.6;A
285291;13.2;78.4;5.3;84.9;B
285292;13.1;74.7;4.6;81.5;B
285293;18.8;92.3;6.7;89.2;A
285294;5.9;45.3;1.4;54.7;D
285295;16.3;86.7;6.7;89.7;A
285296;22.2;80.2;7.9;100.0;A
285297;28.7;85.8;8.9;100.0;A
285298;18.6;97.1;7.3;100.0;A
285299;10.9;69.8;7.1;79.3;B
285300;26.7;91.3;8.1;100.0;A
285301;13.7;79.5;6.3;84.6;B
285302;22.4;90.7;7.2;100.0;A
285303;21.3;95.8;9.2;100.0;A
285304;14.9;85.4;9.4;100.0;A
285305;12.2;74.2;3.1;69.5;C
285306;17.0;87.1;7.4;92.8;A
285307;7.0;62.8;4.9;61.2;C
285308;12.0;70.3;4.4;68.5;C
285309;19.9;83.8;9.1;100.0;A
285310;10.7;55.2;3.4;59.2;C
285311;17.3;83.1;5.3;82.9;B
285312;12.8;83.1;5.2;75.8;B
285313;27.2;80.3;9.7;100.0;A
285314;9.2;60.9;4.1;63.4;C
285315;17.4;71.5;6.0;77.6;B
285316;20.5;93.8;9.3;99.9;A
285317;10.9;83.7;5.2;71.9;B
285318;11.4;57.1;5.2;66.4;C
285319;19.9;93.4;7.5;100.0;A
285320;25.6;83.9;8.4;100.0;A
285321;29.4;98.8;9.3;97.2;A
285322;13.0;70.9;4.8;67.2;C
285323;17.7;84.7;8.1;95.6;A
285324;30.0;94.4;9.5;89.6;A
285325;17.8;91.5;9.6;100.0;A
285326;30.0;91.0;6.6;90.9;A
285327;23.1;82.0;7.3;96.3;A
285328;17.3;90.7;10.0;100.0;A
285329;27.9;97.5;8.8;100.0;A
285330;18.2;94.8;9.2;100.0;A
285331;20.3;99.7;9.6;100.0;A
285332;10.4;82.2;6.4;84.6;B
285333;8.9;52.6;5.4;64.9;C
285334;14.4;74.1;6.2;76.2;B
285335;19.3;98.0;8.1;100.0;A
285336;15.2;98.9;9.7;100.0;A
285337;28.3;98.8;8.3;96.7;A
285338;9.4;60.4;4.3;55.2;C
285339;20.5;93.9;9.2;100.0;A
285340;15.1;70.3;4.6;80.6;B
285341;23.7;80.2;8.0;100.0;A
285342;11.3;83.6;7.0;82.0;B
285343;29.8;82.9;9.6;100.0;A
285344;15.9;91.0;7.6;94.1;A
285345;27.6;99.9;8.8;100.0;A
285346;27.8;99.0;9.9;100.0;A
285347;27.5;95.1;8.4;92.7;A
285348;26.5;94.2;9.8;98.8;A
285349;11.9;78.7;5.6;78.0;B
285350;25.4;93.0;9.1;97.5;A
285351;6.4;43.0;1.7;37.1;E
285352;10.0;74.4;6.5;77.9;B
285353;17.4;99.5;8.2;100.0;A
285354;10.5;86.7;5.6;71.8;B
285355;15.7;81.7;9.2;100.0;A
285356;22.4;91.2;8.7;93.8;A
285357;6.9;68.4;4.0;61.1;C
285358;16.4;92.8;8.7;100.0;A
285359;20.8;99.5;8.3;100.0;A
285360;21.4;93.8;8.5;100.0;A
285361;16.6;94.3;7.4;100.0;A
285362;26.7;92.9;9.1;98.8;A
285363;21.6;84.8;7.5;92.0;A
285364;20.0;80.2;6.9;86.0;A
285365;9.5;66.0;3.7;61.2;C
285366;29.9;88.3;10.0;90.1;A
285367;20.7;83.5;8.6;100.0;A
285368;12.8;87.0;6.8;80.3;B
285369;17.1;88.3;7.2;100.0;A
285370;18.2;90.8;7.3;88.1;A
285371;9.0;72.8;3.7;57.0;C
285372;23.0;93.1;8.0;97.7;A
285373;18.7;97.3;8.2;89.5;A
285374;20.9;97.0;7.3;100.0;A
285375;29.6;96.9;8.1;97.4;A
285376;25.2;85.5;8.6;100.0;A
285377;17.0;78.9;7.4;75.5;B
285378;12.4;77.9;6.0;70.0;B
285379;12.0;72.7;5.4;79.5;B
285380;19.7;98.2;8.0;100.0;A
285381;14.3;72.7;6.3;79.5;B
285382;26.4;80.1;8.1;100.0;A
285383;19.6;94.8;8.2;92.7;A
285384;16.0;96.5;8.5;100.0;A
285385;10.2;71.6;6.3;74.2;B
285386;11.9;71.5;5.2;63.1;C
285387;25.7;91.4;9.5;89.2;A
285388;26.0;82.1;6.6;100.0;A
285389;25.0;92.6;9.3;100.0;A
285390;17.2;85.5;8.8;90.1;A
285391;10.3;78.7;4.9;79.6;B
285392;11.2;72.3;6.7;80.0;B
285393;28.8;89.6;6.8;100.0;A
285394;14.4;89.4;7.7;100.0;A
285395;20.8;85.3;9.6;85.1;A
285396;15.6;75.2;5.3;70.8;B
285397;14.6;86.4;8.1;93.5;A
285398;25.4;98.7;8.3;100.0;A
285399;10.1;87.7;5.1;79.5;B
285400;25.0;80.2;9.7;100.0;A
285401;16.1;95.3;7.1;100.0;A
285402;24.0;99.5;8.6;100.0;A
285403;11.2;81.1;5.3;82.7;B
285404;18.2;97.0;9.1;100.0;A
285405;16.4;93.2;7.4;100.0;A
285406;14.7;71.1;7.1;84.2;B
285407;10.8;59.3;2.9;60.2;C
285408;12.0;82.3;6.6;82.9;B
285409;19.8;97.5;6.5;100.0;A
285410;14.6;79.4;7.4;77.5;B
285411;1.7;36.7;3.0;53.5;D
285412;29.3;97.3;7.8;88.8;A
285413;21.4;96.6;9.6;100.0;A
285414;16.9;99.9;7.0;99.6;A
285415;5.2;36.8;2.7;54.2;D
285416;15.0;73.3;7.2;75.8;B
285417;18.5;87.4;9.1;93.3;A
285418;16.9;94.5;7.5;100.0;A
285419;13.0;79.8;6.2;77.7;B
285420;14.7;84.6;7.2;70.8;B
285421;17.3;99.4;8.6;91.1;A
285422;26.5;89.2;6.9;100.0;A
285423;15.3;91.0;8.6;100.0;A
285424;25.1;97.8;6.5;99.3;A
285425;21.6;80.9;9.3;85.7;A
285426;23.0;83.6;8.8;85.7;A
285427;15.6;92.0;9.0;100.0;A
285428;23.2;93.2;6.6;86.0;A
285429;14.3;79.9;6.1;80.2;B
285430;13.0;76.8;6.7;77.2;B
285431;25.9;86.6;8.4;94.8;A
285432;6.9;62.7;3.2;63.7;C
285433;6.1;55.0;4.4;55.1;C
285434;10.7;84.6;5.8;79.0;B
285435;12.1;81.8;6.6;81.1;B
285436;11.7;74.8;6.0;84.3;B
285437;17.3;72.1;5.7;83.6;B
285438;14.2;95.8;9.4;96.8;A
285439;23.8;85.1;8.5;100.0;A
285440;20.8;98.4;9.1;85.4;A
285441;24.7;91.8;9.2;100.0;A
285442;11.9;81.4;5.3;82.4;B
285443;24.0;97.4;8.0;86.4;A
285444;14.3;71.6;5.6;71.3;B
285445;16.9;75.7;6.5;77.1;B
285446;16.2;86.0;7.3;78.4;B
285447;17.1;92.6;8.3;91.8;A
285448;2.0;32.9;1.6;49.9;D
285449;12.6;81.2;6.3;81.7;B
285450;14.3;80.7;5.0;80.2;B
285451;12.0;56.5;4.2;60.3;C
285452;17.6;78.8;5.9;82.8;B
285453;19.7;95.9;6.9;100.0;A
285454;13.4;71.1;7.0;71.3;B
285455;26.0;83.5;7.9;86.3;A
285456;18.8;89.6;7.3;94.7;A
285457;27.6;88.7;8.0;93.2;A
285458;10.6;72.8;6.9;81.5;B
285459;20.9;96.7;8.6;100.0;A
285460;25.7;86.0;9.8;99.5;A
285461;17.9;86.6;5.2;76.5;B
285462;26.0;84.9;7.8;100.0;A
285463;27.4;86.4;8.5;96.5;A
285464;21.7;82.4;6.6;100.0;A
285465;13.5;70.9;7.2;75.5;B
285466;26.9;87.0;9.2;100.0;A
285467;10.8;67.0;4.4;65.1;C
285468;26.9;84.3;9.0;100.0;A
285469;21.6;95.0;7.7;100.0;A
285470;21.1;98.8;8.6;100.0;A
285471;29.4;82.7;8.0;100.0;A
285472;12.5;74.1;6.2;77.0;B
285473;24.1;87.7;8.3;100.0;A
285474;15.8;74.7;5.6;79.0;B
285475;11.2;87.3;5.3;70.8;B
285476;21.3;95.0;6.9;97.9;A
285477;15.0;78.8;5.6;79.6;B
285478;22.6;84.4;9.7;100.0;A
285479;15.5;73.8;5.9;83.4;B
285480;8.7;59.9;3.5;60.8;C
285481;28.4;96.7;9.4;88.9;A
285482;15.9;81.7;9.3;97.9;A
285483;7.8;59.5;3.5;63.3;C
285484;24.3;89.7;8.2;99.3;A
285485;11.5;82.1;7.3;83.3;B
285486;14.1;68.1;5.6;84.7;B
285487;12.4;74.8;6.9;82.4;B
285488;28.5;81.8;6.8;100.0;A
285489;17.2;77.1;5.3;75.6;B
285490;9.2;69.6;3.5;56.4;C
285491;14.8;85.0;8.3;100.0;A
285492;15.6;99.6;9.3;100.0;A
285493;10.1;58.6;3.0;55.1;C
285494;13.5;72.8;6.7;70.8;B
285495;10.4;87.3;4.5;79.8;B
285496;14.7;83.9;8.0;99.9;A
285497;27.2;80.9;8.1;90.6;A
285498;10.4;82.1;6.5;78.2;B
285499;18.4;91.4;7.3;100.0;A
285500;23.7;87.8;6.7;93.2;A
285501;21.3;85.2;7.4;100.0;A
285502;12.6;84.6;4.8;75.1;B
285503;18.6;93.5;6.6;96.9;A
285504;10.6;75.0;5.1;66.7;C
285505;13.0;68.1;5.0;80.9;B
285506;16.6;80.6;7.0;93.0;A
285507;20.3;98.7;6.5;100.0;A
285508;17.1;97.6;9.1;100.0;A
285509;11.5;79.9;7.2;84.4;B
285510;28.7;81.5;9.2;98.7;A
285511;27.1;89.7;7.9;98.0;A
285512;25.3;91.4;9.8;92.4;A
285513;15.2;98.0;7.1;87.0;A
285514;10.6;66.6;2.6;60.2;C
285515;27.5;97.6;8.9;100.0;A
285516;21.6;90.1;7.4;100.0;A
285517;14.3;80.5;8.7;86.6;A
285518;26.2;82.0;8.3;98.0;A
285519;13.8;72.8;4.8;71.6;B
285520;14.0;81.7;5.7;71.4;B
285521;20.6;93.4;7.1;93.3;A
285522;19.5;95.4;6.6;100.0;A
285523;14.8;86.6;6.7;76.7;B
285524;17.5;77.4;5.6;80.5;B
285525;22.2;96.5;9.6;100.0;A
285526;25.7;94.8;10.0;85.1;A
285527;21.5;81.6;7.8;100.0;A
285528;19.5;94.5;8.3;100.0;A
285529;13.1;73.9;5.7;77.5;B
285530;19.4;80.8;9.8;100.0;A
285531;16.0;83.0;6.8;99.7;A
285532;1.1;54.7;2.2;43.8;D
285533;6.6;66.2;2.6;59.9;C
285534;14.6;70.4;5.8;82.9;B
285535;17.3;78.7;6.6;79.3;B
285536;18.4;99.1;6.9;91.6;A
285537;14.1;71.8;5.5;79.5;B
285538;27.7;98.4;8.5;100.0;A
285539;15.5;76.3;6.5;84.7;B
285540;13.2;73.1;6.1;82.6;B
285541;23.1;86.4;8.4;100.0;A
285542;11.7;84.0;5.7;78.6;B
285543;15.0;68.3;4.9;83.8;B
285544;13.1;69.1;6.9;70.5;B
285545;19.4;90.8;8.9;100.0;A
285546;16.6;87.6;5.4;82.4;B
285547;15.3;81.1;4.9;82.1;B
285548;25.3;97.4;6.9;90.1;A
285549;12.7;76.6;6.8;79.0;B
285550;13.3;86.2;6.5;80.4;B
285551;26.5;82.5;9.5;100.0;A
285552;9.6;73.6;3.6;68.9;C
285553;19.9;90.6;7.4;100.0;A
285554;9.1;63.4;3.1;59.8;C
285555;11.1;60.3;4.0;65.4;C
285556;17.9;89.1;9.9;98.9;A
285557;18.3;89.9;7.0;97.2;A
285558;24.9;97.1;8.0;100.0;A
285559;12.3;69.2;4.6;70.9;B
285560;14.7;77.6;6.6;73.3;B
285561;24.3;89.1;8.0;90.1;A
285562;14.1;95.4;8.7;92.7;A
285563;15.6;98.5;9.8;100.0;A
285564;6.4;57.7;4.2;67.7;C
285565;14.4;91.4;8.1;100.0;A
285566;26.0;80.4;8.0;100.0;A
285567;3.5;40.7;3.0;33.6;E
285568;18.5;83.8;9.4;100.0;A
285569;22.9;86.2;9.3;86.3;A
285570;16.5;82.9;7.7;100.0;A
285571;14.9;81.4;8.8;97.6;A
285572;28.4;95.2;8.5;95.6;A
285573;17.8;89.6;8.5;100.0;A
285574;23.2;98.1;8.4;100.0;A
285575;28.7;90.2;6.6;92.8;A
285576;13.1;70.1;6.8;71.1;B
285577;24.0;94.4;7.4;100.0;A
285578;18.8;92.5;9.0;100.0;A
285579;21.6;89.3;8.6;100.0;A
285580;12.7;84.3;5.4;72.0;B
285581;12.4;62.9;3.8;55.7;C
285582;26.8;85.6;8.9;100.0;A
285583;23.4;82.6;6.8;100.0;A
285584;6.8;57.4;4.2;61.5;C
285585;10.4;68.2;5.4;67.1;C
285586;23.5;92.1;9.0;100.0;A
285587;5.5;72.8;4.7;60.9;C
285588;20.2;85.7;8.1;86.6;A
285589;15.4;76.9;6.3;82.2;B
285590;18.3;99.0;8.0;97.2;A
285591;11.3;73.2;6.2;74.5;B
285592;12.1;70.4;4.5;66.5;C
285593;9.2;52.4;3.4;56.8;C
285594;7.1;63.6;3.6;67.8;C
285595;26.7;89.2;6.7;91.0;A
285596;18.5;96.6;7.4;100.0;A
285597;12.2;54.4;3.1;60.8;C
285598;29.5;96.1;8.1;100.0;A
285599;5.0;44.5;1.5;53.1;D
285600;18.2;82.9;9.5;100.0;A
285601;24.4;99.3;7.2;100.0;A
285602;14.3;82.4;5.4;83.3;B
285603;8.1;66.5;4.7;60.3;C
285604;20.6;99.8;8.9;100.0;A
285605;27.0;98.3;7.6;88.8;A
285606;5.5;61.5;5.3;61.6;C
